Word/Idiom,Meaning,Episode,Memory Palace,Part of Speech,Verb (if relevant)
traemos,"traemos: bring, we bring (Traer, present, 1st person plural)",236,,"Verb, Verb",Traer
traen,"traen: bring, they bring (Traer, present, 3rd person plural)",236,,"Verb, Verb",Traer
traer,traer: to bring (Traer infinitive),236,,"Verb, Verb",Traer
traerá,"traerá: will bring, he/she/it will bring (Traer, future, 3rd person)",236,,"Verb, Verb",Traer
traeré,"traeré: will bring, I will bring (Traer, future, 1st person)",236,,"Verb, Verb",Traer
traerlo,traerlo: to bring (Traer infinitive) +it/him (contraction),236,,"Verb, Verb",Traer
traerme,traerme: to bring (Traer infinitive) +me (contraction),236,,"Verb, Verb",Traer
traerte,traerte: to bring (Traer infinitive) + you (contraction),236,,"Verb, Verb",Traer
traes,"traes: bring, you bring (Traer, present, 2nd person)",236,,"Verb, Verb",Traer
traiga,traiga: bring (Traer formal imperative),236,,"Verb, Verb",Traer
traiga,"traiga: bring, I bring (Traer, subjunctive, 1st person)",236,,"Verb, Verb",Traer
traiga,"traiga: bring, he/she/it bring (Traer, subjunctive, 3rd person)",236,,"Verb, Verb",Traer
traigan,traigan: bring (Traer plural imperative),236,,"Verb, Verb",Traer
traigan,"traigan: bring, they bring (Traer, subjunctive, 3rd person plural)",236,,"Verb, Verb",Traer
traigas,traigas: bring (Traer negative imperative),236,,"Verb, Verb",Traer
traigas,"traigas: bring, you bring (Traer, subjunctive, 2nd person)",236,,"Verb, Verb",Traer
traigo,"traigo: bring, I bring (Traer, present, 1st person)",236,,"Verb, Verb",Traer
traje,"traje: brought, I brought (Traer, preterite, 1st person)",236,,"Verb, Verb",Traer
trajeron,"trajeron: brought, they brought (Traer, preterite, 3rd person plural)",236,,"Verb, Verb",Traer
trajimos,"trajimos: brought, we brought (Traer, preterite, 1st person plural)",236,,"Verb, Verb",Traer
trajiste,"trajiste: brought, you brought (Traer, preterite, 2nd person)",236,,"Verb, Verb",Traer
trajo,"trajo: brought, he/she/it brought (Traer, preterite, 3rd person)",236,,"Verb, Verb",Traer
ábrelo,"ábrelo: open it (Abrir, imperative contraction)",237,,"Verb, Verb",Abrir
abierto,abierto: opened (Abrir participle),237,,"Verb, Verb",Abrir
abra,"abra: open (Abrir, formal imperative)",237,,"Verb, Verb",Abrir
abra,"abra: open, he/she/it open (Abrir, subjunctive, 3rd person)",237,,"Verb, Verb",Abrir
abra,"abra: open, I open (Abrir, subjunctive, 1st person)",237,,"Verb, Verb",Abrir
abrí,"abrí: opened, I opened (Abrir, preterite, 1st person)",237,,"Verb, Verb",Abrir
abran,"abran: open (Abrir, plural imperative)",237,,"Verb, Verb",Abrir
abran,"abran: open, they open (Abrir, subjunctive, 3rd person plural)",237,,"Verb, Verb",Abrir
abras,"abras: open (Abrir, negative imperative)",237,,"Verb, Verb",Abrir
abre,"abre: open (Abrir, formal imperative)",237,,"Verb, Verb",Abrir
abre,"abre: opens, he/she/it opens (Abrir, present, 3rd person)",237,,"Verb, Verb",Abrir
abren,"abren: open, they open (Abrir, present, 3rd person plural)",237,,"Verb, Verb",Abrir
abres,"abres: open, you open (Abrir, present, 2nd person)",237,,"Verb, Verb",Abrir
abrió,"abrió: opened, he/she/it opened (Abrir, preterite, 3rd person)",237,,"Verb, Verb",Abrir
abrir,abrir: to open (Abrir infinitive),237,,"Verb, Verb",Abrir
abro,"abro: open, I open (Abrir, present, 1st person)",237,,"Verb, Verb",Abrir
compra,"compra: buys, he/she/it buys (Comprar, present, 3rd person)",237,,"Verb, Verb",Comprar
compra,compra: buy (Comprar imperative),237,,"Verb, Verb",Comprar
compré,"compré: bought, I bought (Comprar, preterite, 1st person)",237,,"Verb, Verb",Comprar
compró,"compró: bought, he/she/it bought (Comprar, preterite, 3rd person)",237,,"Verb, Verb",Comprar
comprado,comprado: bought (Comprar participle),237,,"Verb, Verb",Comprar
comprando,comprando: buying (Comprar gerund),237,,"Verb, Verb",Comprar
comprar,comprar: to buy (Comprar infinitive),237,,"Verb, Verb",Comprar
compraré,"compraré: will buy, I will buy (Comprar, future, 1st person)",237,,"Verb, Verb",Comprar
compraría,"compraría: would buy, he/she/it would buy (Comprar, conditional, 3rd person)",237,,"Verb, Verb",Comprar
compraría,"compraría: would buy, I would buy (Comprar, conditional, 1st person)",237,,"Verb, Verb",Comprar
comprarme,comprarme: to buy (Comprar infinitive) + me (contraction),237,,"Verb, Verb",Comprar
compraron,"compraron: bought, they bought (comprar, preterite, 3rd person plural)",237,,"Verb, Verb",Comprar
compras,"compras: buy, you buy (Comprar, present, 2nd person)",237,,"Verb, Verb",Comprar
compraste,"compraste: bought, you bought (Comprar, preterite, 2nd person)",237,,"Verb, Verb",Comprar
compre,"compre: buy, he/she/it buy (Comprar, subjunctive, 3rd person)",237,,"Verb, Verb",Comprar
compre,"compre: buy, I buy (Comprar, subjunctive, 1st person)",237,,"Verb, Verb",Comprar
compre,compre: buy (Comprar formal imperative),237,,"Verb, Verb",Comprar
compro,"compro: buy, I buy (Comprar, present, 1st person)",237,,"Verb, Verb",Comprar
venda,venda: sell (vender formal imperative),237,,"Verb, Verb",vender
venda,"venda: sell, he/she/it sell (vender, subjunctive, 3rd person)",237,,"Verb, Verb",vender
venda,"venda: sell, I sell (vender, subjunctive, 1st person)",237,,"Verb, Verb",vender
vende,"vende: sells, he/she/it sells (vender, present, 3rd person)",237,,"Verb, Verb",vender
vende,vende: sell (vender imperative),237,,"Verb, Verb",vender
venden,"venden: sell, they sell (vender, present, 3rd person plural)",237,,"Verb, Verb",vender
vender,vender: to sell (vender infinitive),237,,"Verb, Verb",vender
vendió,"vendió: sold, he/she/it sold (vender, preterite, 3rd person)",237,,"Verb, Verb",vender
vendido,vendido: sold (vender participle),237,,"Verb, Verb",vender
vendiendo,vendiendo: selling (vender gerund),237,,"Verb, Verb",vender
vendo,"vendo: sell, I sell (vender, present, 1st person)",237,,"Verb, Verb",vender
abierto,abierto: open (adjective),238,,"Adjective, Estar, attribute",
aburrido,aburrido: bored (adjective),238,,"Adjective, Estar, feeling",
aburrido,aburrido: boring (adjective),238,,"Adjective, Ser, positive/negative",
amable,amable: kind (adjective),238,,"Adjective, Ser, positive/negative",
cansado,cansado: tired (adjective),238,,"Adjective, Estar, feeling",
cerrado,cerrado: closed (adjective),238,,"Adjective, Estar, attribute",
despierto,despierto: awake (adjective),238,,"Adjective, Estar, attribute",
dulce,dulce: sweet (adjective),238,,"Adjective, Ser, other",
equivocado,equivocado: wrong (adjective),238,,"Adjective, Ser, ""which""",
falso,falso: false/fake (adjective),238,,"Adjective, Ser, ""which""",
favorito,favorito: favorite (adjective),238,,"Adjective, Ser, ""which""",
horrible,horrible: horrible (adjective),238,,"Adjective, Ser, positive/negative",
inteligente,inteligente: smart/intelligent (adjective),238,,"Adjective, Ser, other",
necesario,necesario: necessary (adjective),238,,"Adjective, Ser, other",
ocupado,ocupado: busy/occupied (adjective),238,,"Adjective, Estar, attribute",
peligroso,peligroso: dangerous (adjective),238,,"Adjective, Ser, other",
rico,rico: rich/yummy (adjective),238,,"Adjective, Ser, positive/negative",
banco,banco: bank (masc. noun),239,,"Noun, Noun",
bar,bar: bar (masc. noun),239,,"Noun, Noun",
biblioteca,biblioteca: library (fem. noun),239,,"Noun, Noun",
cárcel,cárcel: jail (fem. noun),239,,"Noun, Noun",
club,club: club (masc. noun),239,,"Noun, Noun",
colegio,colegio: school (masc. noun),239,,"Noun, Noun",
estación,estación: station (fem. noun),239,,"Noun, Noun",
iglesia,iglesia: church  (fem. noun),239,,"Noun, Noun",
mercado,mercado: market (masc. noun),239,,"Noun, Noun",
prisión,prisión: prison (fem. noun),239,,"Noun, Noun",
restaurante,restaurante: restaurant (masc. noun),239,,"Noun, Noun",
supermercado,supermercado: supermarket (masc. noun),239,,"Noun, Noun",
tienda,tienda: shop/store (fem. noun),239,,"Noun, Noun",
universidad,universidad: university/college (fem. noun),239,,"Noun, Noun",
exista,"exista: exist, he/she/it exist (Existir, subjunctive, 3rd person)",241,,"Verb, Verb",Existir
existía,"existía: existed, he/she/it existed (Existir, imperfect, 3rd person)",241,,"Verb, Verb",Existir
existan,"existan: exist, they exist (Existir, subjunctive, 3rd person plural)",241,,"Verb, Verb",Existir
existe,"existe: exists, he/she/it exists (Existir, present, 3rd person)",241,,"Verb, Verb",Existir
existen,"existen: exist, they exist (Existir, present, 3rd person plural)",241,,"Verb, Verb",Existir
existido,existido: existed (Existir participle),241,,"Verb, Verb",Existir
existir,existir: to exist (Existir infinitive),241,,"Verb, Verb",Existir
extraña,"extraña: misses, he/she/it misses (Extrañar, present, 3rd person)",241,,"Verb, Verb",Extrañar
extrañé,"extrañé: missed, I missed (Extrañar, preterite, 1st person)",241,,"Verb, Verb",Extrañar
extrañaba,"extrañaba: missed, I missed (Extrañar, imperfect, 1st person)",241,,"Verb, Verb",Extrañar
extrañaba,"extrañaba: missed, he/she/it missed (Extrañar, imperfect, 3rd person)",241,,"Verb, Verb",Extrañar
extrañamos,"extrañamos: miss, we miss (Extrañar, present, 1st person plural)",241,,"Verb, Verb",Extrañar
extrañamos,"extrañamos: missed, we missed (Extrañar, preterite, 1st person plural)",241,,"Verb, Verb",Extrañar
extrañan,"extrañan: miss, they miss (Extrañar, present, 3rd person plural)",241,,"Verb, Verb",Extrañar
extrañar,extrañar: to miss (Extrañar infinitive),241,,"Verb, Verb",Extrañar
extrañaré,"extrañaré: will miss, I will miss (Extrañar, future, 1st person)",241,,"Verb, Verb",Extrañar
extrañas,"extrañas: miss, you miss (Extrañar, present, 2nd person)",241,,"Verb, Verb",Extrañar
extrañaste,"extrañaste: missed, you missed (Extrañar, preterite, 2nd person)",241,,"Verb, Verb",Extrañar
extraño,"extraño: miss, I miss (Extrañar, present, 1st person)",241,,"Verb, Verb",Extrañar
soñé,"soñé: dreamt, I dreamt (Soñar, preterite, 1st person)",241,,"Verb, Verb",Soñar
soñó,"soñó: dreamt, he/she/it dreamt (Soñar, preterite, 3rd person)",241,,"Verb, Verb",Soñar
soñaba,"soñaba: dreamt, I dreamt (Soñar, imperfect, 1st person)",241,,"Verb, Verb",Soñar
soñaba,"soñaba: dreamt, he/she/it dreamt (Soñar, imperfect, 3rd person)",241,,"Verb, Verb",Soñar
soñado,soñado: dreamt (Soñar participle),241,,"Verb, Verb",Soñar
soñando,soñando: dreaming (Soñar gerund),241,,"Verb, Verb",Soñar
soñar,soñar: to dream (Soñar infinitive),241,,"Verb, Verb",Soñar
soñaste,"soñaste: dreamt, you dreamt (Soñar, preterite, 2nd person)",241,,"Verb, Verb",Soñar
sueña,"sueña: dreams, he/she/it dreams (Soñar, present, 3rd person)",241,,"Verb, Verb",Soñar
sueño,"sueño: dream, I dream (Soñar, present, 1st person)",241,,"Verb, Verb",Soñar
alegra,"alegra: cheers up, he/she/it cheers up(alegrar, present, 3rd person)",242,,"Verb, Verb",alegrar
alegró,"alegró: cheered up, he/she/it cheered up (alegrar, preterite, 3rd person)",242,,"Verb, Verb",alegrar
alegro,"alegro: cheer up, I cheer up (alegrar, present, 1st person)",242,,"Verb, Verb",alegrar
desperté,"desperté: woke up, I woke up (despertar, preterite, 1st person)",242,,"Verb, Verb",despertar
despertó,"despertó: woke up, he/she/it woke up (despertar, preterite, 3rd person)",242,,"Verb, Verb",despertar
despertado,despertado: woken up (despertar participle),242,,"Verb, Verb",despertar
despertar,despertar: to wake up (despertar infinitive),242,,"Verb, Verb",despertar
despertaron,"despertaron: woke up, they woke up(despertar, preterite, 3rd person plural)",242,,"Verb, Verb",despertar
despertarte,despertarte: to wake up (despertar infinitive) +you (contraction),242,,"Verb, Verb",despertar
despierta,"despierta: wakes up, he/she/it wakes up (despertar, present, 3rd person)",242,,"Verb, Verb",despertar
despiertas,"despiertas: wake up, you wake up (despertar, present, 2nd person)",242,,"Verb, Verb",despertar
despierte,"despierte: wake up, he/she/it wake up (despertar, subjunctive, 3rd person)",242,,"Verb, Verb",despertar
despierte,"despierte: wake up, I wake up (despertar, subjunctive, 1st person)",242,,"Verb, Verb",despertar
despierten,"despierten: wake up, they wake up (despertar, subjunctive, 3rd person plural)",242,,"Verb, Verb",despertar
despierto,"despierto: wake up, I wake up (despertar, present, 1st person)",242,,"Verb, Verb",despertar
olvídalo,"olvídalo: forget it (Olvidar, imperative contraction)",242,,"Verb, Verb",Olvidar
olvídate,"olvídate: forget + you(Olvidarse, imperative contraction)",242,,"Verb, Verb",Olvidar
olvida,olvida: forget (Olvidar imperative),242,,"Verb, Verb",Olvidar
olvida,"olvida: forgets, he/she/it forgets (Olvidar, present, 3rd person)",242,,"Verb, Verb",Olvidar
olvidé,"olvidé: forgot, I forgot (Olvidar, preterite, 1st person)",242,,"Verb, Verb",Olvidar
olvidó,"olvidó: forgot, he/she/it forgot (Olvidar, preterite, 3rd person)",242,,"Verb, Verb",Olvidar
olvidado,olvidado: forgotten (Olvidar participle),242,,"Verb, Verb",Olvidar
olvidar,olvidar: to forget (Olvidar infinitive),242,,"Verb, Verb",Olvidar
olvidaré,"olvidaré: will forget, I will forget (Olvidar, future, 1st person)",242,,"Verb, Verb",Olvidar
olvidaste,"olvidaste: forgot, you forgot (Olvidar, preterite, 2nd person)",242,,"Verb, Verb",Olvidar
olvide,"olvide: forget, I forget (Olvidar, subjunctive, 1st person)",242,,"Verb, Verb",Olvidar
olvide,"olvide: forget, he/she/it forget (Olvidar, subjunctive, 3rd person)",242,,"Verb, Verb",Olvidar
olvide,olvide: forget (Olvidar formal imperative),242,,"Verb, Verb",Olvidar
olvides,"olvides: forget, you forget (Olvidar, subjunctive, 2nd person)",242,,"Verb, Verb",Olvidar
olvides,olvides: forget (Olvidar negative imperative),242,,"Verb, Verb",Olvidar
olvido,"olvido: forget, I forget (Olvidar, present, 1st person)",242,,"Verb, Verb",Olvidar
haberla,haberla: to have (Haber infinitive) + her/it (contraction),243,,"Verb, Verb",Haber
haberle,haberle: to have  (Haber infinitive) + him/her/it (contraction),243,,"Verb, Verb",Haber
haberlo,haberlo: to have (Haber infinitive) + him/it (contraction),243,,"Verb, Verb",Haber
haberlos,haberlos: to have (Haber infinitive) +them (contraction),243,,"Verb, Verb",Haber
haberme,haberme: to have (Haber infinitive) + me (contraction),243,,"Verb, Verb",Haber
habernos,habernos: to have  (Haber infinitive) + us (contraction),243,,"Verb, Verb",Haber
haberse,haberse: to have (Haber infinitive) + contraction,243,,"Verb, Verb",Haber
haberte,haberte: to have (Haber infinitive) + you (contraction),243,,"Verb, Verb",Haber
quedarle,quedarle: to suit him/her (idiom),243,,"Cluster, Idiom",
través,a través de: through/vía (adverb),243,,"Adverb, Place, de",
abril,abril: April (masc. noun),244,,"Noun, Noun",
agosto,agosto: August (masc. noun),244,,"Noun, Noun",
diciembre,diciembre: December (masc. noun),244,,"Noun, Noun",
domingo,domingo: Sunday (masc. noun),244,,"Noun, Noun",
enero,enero: January (masc. noun),244,,"Noun, Noun",
estación,estación: season (fem. noun),244,,"Noun, Noun",
febrero,febrero: February (masc. noun),244,,"Noun, Noun",
invierno,invierno: Winter (masc. noun),244,,"Noun, Noun",
jueves,jueves: Thursday (masc. noun),244,,"Noun, Noun",
julio,julio: July (masc. noun),244,,"Noun, Noun",
junio,junio: June (masc. noun),244,,"Noun, Noun",
lunes,lunes: Monday (masc. noun),244,,"Noun, Noun",
martes,martes: Tuesday (masc. noun),244,,"Noun, Noun",
marzo,marzo: March (masc. noun),244,,"Noun, Noun",
mayo,mayo: May (masc. noun),244,,"Noun, Noun",
miércoles,miércoles: Wednesday (masc. noun),244,,"Noun, Noun",
noviembre,noviembre: November (masc. noun),244,,"Noun, Noun",
octubre,octubre: October (masc. noun),244,,"Noun, Noun",
otoño,otoño: Autumn/Fall (masc. noun),244,,"Noun, Noun",
primavera,primavera: Spring (fem. noun),244,,"Noun, Noun",
principio,principio: beginning (masc. noun),244,,"Noun, Noun",
rato,rato: while (masc. noun),244,,"Noun, Noun",
sábado,sábado: Saturday (masc. noun),244,,"Noun, Noun",
septiembre,septiembre: September (masc. noun),244,,"Noun, Noun",
verano,verano: Summer (masc. noun),244,,"Noun, Noun",
viernes,viernes: Friday (masc. noun),244,,"Noun, Noun",
aprendí,"aprendí: learned, I learned (aprender, preterite, 1st person)",246,,"Verb, Verb",aprender
aprende,"aprende: learns, he/she/it learns (aprender, present, 3rd person)",246,,"Verb, Verb",aprender
aprende,aprende: learn (aprender imperative),246,,"Verb, Verb",aprender
aprender,aprender: to learn (aprender infinitive),246,,"Verb, Verb",aprender
aprenderás,"aprenderás: will learn, you will learn (aprender, future, 2nd person)",246,,"Verb, Verb",aprender
aprendes,"aprendes: learn, you learn (aprender, present, 2nd person)",246,,"Verb, Verb",aprender
aprendió,"aprendió: learned, he/she/it learned (aprender, preterite, 3rd person)",246,,"Verb, Verb",aprender
aprendido,aprendido: learned (aprender participle),246,,"Verb, Verb",aprender
aprendiendo,aprendiendo: learning (aprender gerund),246,,"Verb, Verb",aprender
aprendiste,"aprendiste: learned , you learned (aprender, preterite, 2nd person)",246,,"Verb, Verb",aprender
escríbele,"escríbele: write (escribir, imperative) + to him/her (contraction)",246,,"Verb, Verb",escribir
escriba,"escriba: write, I write (escribir, subjunctive, 1st person)",246,,"Verb, Verb",escribir
escriba,"escriba: write, he/she/it write (escribir, subjunctive, 3rd person)",246,,"Verb, Verb",escribir
escriba,escriba: write (escribir formal imperative),246,,"Verb, Verb",escribir
escribí,"escribí: wrote, I wrote (escribir, preterite, 1st person)",246,,"Verb, Verb",escribir
escribe,escribe: write (escribir imperative),246,,"Verb, Verb",escribir
